Name,CalYear,Region,SubRegion,CropType,IrrigType,LandSize,DecreedRate,ParcelRatioToDiv,ElementIDs
par65801468,2010,Div6,Dist58,1,1,96032.63765,5800829=0.0265763405366,5800829=0.250424881381,7887; 7895
par65800562,2010,Div6,Dist58,1,1,95682.75973,5800703=0.018678,5800703=1.0,42685; 67622; 42682; 42689
par65801606,2010,Div6,Dist58,1,1,95436.50641,5800881=0.07641,5800881=1.0,30359; 30361; 30383; 30356
par65800157,2010,Div6,Dist58,1,1,95318.82824,5801689=0.0,5801689=1.0,5162; 73795; 7467
par65801469,2010,Div6,Dist58,1,1,95118.0102,5801962=0.0,5801962=1.0,7899; 7890; 69863
par65801484,2010,Div6,Dist58,1,1,94904.9957,5800868=0.0352613720208,5800868=0.0527133255937,72481; 53125
par65801580,2010,Div6,Dist58,1,1,94608.80095,5800915=0.136878950889,5800915=0.350740539923,26849; 26881; 70890
par65801763,2010,Div6,Dist58,1,1,94020.43427,5800664=0.0455340927287,5800664=0.32179570833,67200
par65801044,2010,Div6,Dist58,1,1,93728.29681,5801656=0.0283,5801656=1.0,37671; 67653; 37666
par65801535,2010,Div6,Dist58,1,1,92892.79054,5800743=0.36507,5800743=1.0,
par65800265,2010,Div6,Dist58,1,1,92540.48125,5800732=0.13584,5800732=1.0,75345; 11634
par65801745,2010,Div6,Dist58,1,1,92334.23946,5801085=0.0665349924632,5801085=0.15673732029,6395; 6384; 6386; 6385
par65801651,2010,Div6,Dist58,1,1,91889.7155,5800651=0.0,5800651=1.0,24806
par65800360,2010,Div6,Dist58,1,1,91785.41264,5801785=0.0,5801785=0.556359357816,18522; 18523; 18521; 18518
par65800545,2010,Div6,Dist58,1,1,89187.04816,5800920=0.0281209525456,5800920=0.0131612348984,40056; 40051; 40054; 40061
par65801176,2010,Div6,Dist58,1,1,87544.59705,5801981=0.01415,5801981=1.0,15222; 15226; 15593
par65800313,2010,Div6,Dist58,1,1,86014.4753,5800828=0.0231084000819,5800828=0.408275619822,9308; 9349; 9356
par65800305,2010,Div6,Dist58,1,1,85869.09918,5800722=0.0260876310264,5800722=0.134966971873,
par65800336,2010,Div6,Dist58,1,1,85827.9886,5800741=0.0430075862327,5800741=0.336217410118,11043; 11409
par65801560,2010,Div6,Dist58,1,1,83660.9996,5800568=0.0394024967636,5800568=0.0706758565113,
par65800526,2010,Div6,Dist58,1,1,82284.37093,5800568=0.038754134839,5800568=0.0695128963409,
par65801488,2010,Div6,Dist58,1,1,81946.5,5800868=0.0304467220191,5800868=0.0455157550338,51702; 51696; 72482; 51701
par65801593,2010,Div6,Dist58,1,1,81879.6644,5801999=0.0,5801999=1.0,29610; 74700
par65800311,2010,Div6,Dist58,1,1,81348.28101,5800725=0.0484336266792,5800725=0.342287114341,9301; 74577; 9304
par65800150,2010,Div6,Dist58,1,1,80428.74526,5801086=0.03679,5801086=1.0,7105; 7069; 7096
par65801546,2010,Div6,Dist58,1,1,79316.61586,5800878=0.0231390523373,5800878=0.408817179104,27120; 27123; 27144
par65800337,2010,Div6,Dist58,1,1,79147.11196,5800867=0.0395539407009,5800867=0.46588858305,11399; 11371
par65801785,2010,Div6,Dist58,1,1,78695.27572,5800551=0.046695,5800551=1.0,43037; 43038; 43033
par65801497,2010,Div6,Dist58,1,1,78044.91146,5800548=0.057677816375,5800548=0.727887637241,51624; 51629
par65801547,2010,Div6,Dist58,1,1,77415.17978,5800746=0.148230942177,5800746=0.385135476452,27072; 27109; 27095
par65801472,2010,Div6,Dist58,1,1,76712.06098,5803519=1.6255900279,5803519=0.829220562683,73883
par65801443,2010,Div6,Dist58,1,3,76423.74009,5801782=0.0188761,5801782=1.0,51408; 51410
par65801760,2010,Div6,Dist58,1,1,76032.82638,5801085=0.0547883814253,5801085=0.129065680625,6343; 6337; 6340
par65801177,2010,Div6,Dist58,1,1,75978.3898,5800843=0.1132,5800843=1.0,
par65800511,2010,Div6,Dist58,1,1,75705.71795,5800794=0.0246670480851,5800794=0.581084760544,40612; 40590; 40601
par65801755,2010,Div6,Dist58,1,1,75404.24322,5800878=0.0219976950782,5800878=0.388651856505,27125; 27175; 27121
par65800381,2010,Div6,Dist58,1,1,75337.37383,5800556=0.084239841562,5800556=0.531548722627,11199; 11203; 11193; 11292
par65800334,2010,Div6,Dist58,1,1,75293.01695,5800798=0.0127584832872,5800798=0.0483204499609,11671; 11644; 75348
par65801619,2010,Div6,Dist58,1,1,75059.51451,5800717=0.0278206336192,5800717=0.16662055231,30586
par65800319,2010,Div6,Dist58,1,1,74885.34083,5800541=0.0175687851524,5800541=0.0537493618233,
par65801529,2010,Div6,Dist58,1,1,74195.03039,5800804=0.0566,5800804=1.0,28328
par65801451,2010,Div6,Dist58,1,3,73606.49835,5802177=0.0,5802177=1.0,27589; 27641; 27590
par65801628,2010,Div6,Dist58,1,1,73320.52727,5800694=0.052006135947,5800694=0.0708978645179,
par65801680,2010,Div6,Dist58,1,1,73189.63694,5801785=0.0,5801785=0.443640642184,18530; 18537
par65801641,2010,Div6,Dist58,1,1,72199.94824,5802176=0.0,5802176=1.0,33153; 33155; 22235
par65800393,2010,Div6,Dist58,1,1,71620.4518,5800763=0.0288268700256,5800763=0.032710896448,8594; 8633; 8622
par65801630,2010,Div6,Dist58,1,1,71583.88055,5800833=0.0195103659769,5800833=0.689412225331,55770; 55743; 72729
par65801444,2010,Div6,Dist58,1,3,71509.7554,5801045=0.01415,5801045=1.0,51123; 51126
par65801620,2010,Div6,Dist58,1,1,71320.98895,5800706=0.101844085735,5800706=0.899682736177,
par65800505,2010,Div6,Dist58,1,1,70664.02567,5800786=0.037639,5800786=1.0,40172; 40175; 40157; 40182; 40156
par65800828,2010,Div6,Dist58,1,1,70622.17611,5801868=0.0,5801868=1.0,40531; 40530; 34173; 40442
par65801607,2010,Div6,Dist58,1,1,70315.81145,5800880=0.04528,5800880=1.0,30378; 30380; 30412; 30411
par65801511,2010,Div6,Dist58,1,1,69996.53064,5800626=0.023958285003,5800626=0.039857933566,25933; 25594; 25932; 25940
par65801587,2010,Div6,Dist58,1,1,67723.65029,5800915=0.0979818167968,5800915=0.251069979006,26884; 26883
par65801042,2010,Div6,Dist58,1,1,67712.46024,5800631=0.00543056475665,5800631=0.0721401306709,37771; 37850; 37839
par65800338,2010,Div6,Dist58,1,1,67547.65984,5800867=0.0337570893698,5800867=0.397610004356,
par65801581,2010,Div6,Dist58,1,1,67083.70506,5800714=0.0201219666852,5800714=0.0280040786838,26891; 26890; 26911
par65800382,2010,Div6,Dist58,1,1,66394.45737,5800556=0.074240158438,5800556=0.468451277373,11302; 11284; 11290; 11291
par65801613,2010,Div6,Dist58,1,1,65763.73914,5800910=0.03679,5800910=1.0,30409; 30397
par65800352,2010,Div6,Dist58,1,1,65566.47511,5800596=0.09905,5800596=1.0,
par65800151,2010,Div6,Dist58,1,1,64709.82518,5801081=0.04245,5801081=1.0,6967; 6946
par65801517,2010,Div6,Dist58,1,1,64533.19954,5800695=0.102864744983,5800695=0.30725246344,27897
par65801461,2010,Div6,Dist58,1,1,63825.5,5800583=0.110444152793;5801621=0.0566,5800583=0.780524048005;5801621=1.0,8253; 8259; 8251
par65801559,2010,Div6,Dist58,1,1,63682.25959,5800568=0.0299929482004,5800568=0.0537980452376,26936; 26939; 26937
par65801522,2010,Div6,Dist58,1,1,63552.60888,5800695=0.101301701326,5800695=0.302583720869,27895; 27894; 27905; 27886
par65801491,2010,Div6,Dist58,1,1,63037.00675,5800868=0.023421015192,5800868=0.0350128066153,51649; 51631
par65800509,2010,Div6,Dist58,1,1,60770.93391,5800545=0.0566,5800545=1.0,40533; 40440; 40645; 40441
par65801558,2010,Div6,Dist58,1,1,60498.4609,5800568=0.0284934488138,5800568=0.0511084084839,26625; 26628; 26650
par65800322,2010,Div6,Dist58,1,1,59339.40464,5800541=0.013921566486,5800541=0.0425911813317,9462; 9435
par65801786,2010,Div6,Dist58,1,1,59281.43054,5800550=0.09339,5800550=1.0,42855
par65800391,2010,Div6,Dist58,1,1,59025.26636,5800763=0.0237573715164,5800763=0.0269583523588,9049; 9051; 8630
par65801636,2010,Div6,Dist58,1,1,58778.57536,5800613=0.1132,5800613=1.0,64726
par65801537,2010,Div6,Dist58,1,1,58486.04809,5800789=0.0124370106586,5800789=0.366225284412,29029; 27152
par65800438,2010,Div6,Dist58,1,1,58474.416,5800802=0.009622,5800802=1.0,
par65801637,2010,Div6,Dist58,1,3,58018.91678,5801878=0.004811,5801878=1.0,32973
par65801519,2010,Div6,Dist58,1,1,58006.36918,5800695=0.0924610962357,5800695=0.276177222775,
par65800539,2010,Div6,Dist58,1,1,57616.0,5800641=0.013274998783,5800641=0.176346326722,71758; 41394
par65801485,2010,Div6,Dist58,1,1,56980.0197,5800868=0.0211705786147,5800868=0.0316485587363,
par65800274,2010,Div6,Dist58,1,1,56299.98545,5801798=0.0849,5801798=1.0,
par65801706,2010,Div6,Dist58,1,1,56114.47845,5802880=0.301112,5802880=1.0,
par65801567,2010,Div6,Dist58,1,1,55799.16551,5801038=0.0199779114723,5801038=0.705933267573,26333; 26323; 26280
par65800277,2010,Div6,Dist58,1,1,55443.84588,5801102=0.11886,5801102=1.0,10231; 10183; 10282; 10232
par65800400,2010,Div6,Dist58,1,1,55264.06471,5800630=0.0141148437092,5800630=0.12468943206,
par65801819,2010,Div6,Dist58,1,1,54577.71588,5800794=0.0177829519149,5800794=0.418915239456,40610; 40641; 40613
par65801682,2010,Div6,Dist58,1,1,54290.16548,5803520=0.293914797076,5803520=1.0,
par65800279,2010,Div6,Dist58,1,1,53396.96055,5800770=0.00493226558034,5800770=0.174285002839,10096; 5754
par65800314,2010,Div6,Dist58,1,1,52972.01522,5800875=0.0121963796308,5800875=0.287311652081,9478; 9484
par65801492,2010,Div6,Dist58,1,1,52582.50295,5800868=0.0195367081009,5800868=0.0292060347097,53065; 53071
par65800561,2010,Div6,Dist58,1,1,52563.72755,5803826=0.62777917822;5800532=0.027507113004,5803826=1.0;5800532=0.120294899958,37672
par65801576,2010,Div6,Dist58,1,1,52415.03225,5800662=0.0193769550454,5800662=0.038059925411,74687
par65801820,2010,Div6,Dist58,1,1,48524.90616,5800916=0.019679382719,5800916=0.0474341438183,40580; 40488; 40609
par65800527,2010,Div6,Dist58,2,1,48439.31716,5800940=0.0261798532351,5800940=0.0778689522882,
par65801709,2010,Div6,Dist58,2,1,47535.90761,5800685=0.0145746762914,5800685=0.0735723184824,6769; 6783
par65801173,2010,Div6,Dist58,1,1,45707.48875,5800805=0.0224843839386,5800805=0.0690870608037,
par65800517,2010,Div6,Dist58,1,1,45502.94598,5800897=0.0249151086825,5800897=0.0186919858376,39816; 39789
par65800261,2010,Div6,Dist58,1,1,45310.49845,5800615=0.0296960565619,5800615=0.356188262241,11856; 11863; 11859; 1509
par65801584,2010,Div6,Dist58,1,1,45200.38932,5800915=0.0653954157304,5800915=0.167570128737,26886
par65800351,2010,Div6,Dist58,1,1,45004.0,5800636=0.0155678641563,5800636=0.440080965549,11376
par65801596,2010,Div6,Dist58,1,1,44901.10896,5802413=0.0283,5802413=1.0,20995
par65801480,2010,Div6,Dist58,1,1,44686.99685,5800868=0.0166031809895,5800868=0.0248206134713,
par65801479,2010,Div6,Dist58,1,1,44261.0,5800868=0.0164449044595,5800868=0.0245840009464,
par65801442,2010,Div6,Dist58,1,1,44036.75928,5800612=0.0135192328601,5800612=0.0562013421746,72461
par65801489,2010,Div6,Dist58,1,1,44036.49605,5800868=0.0163614913868,5800868=0.0244593041406,51729; 51709
par65800307,2010,Div6,Dist58,1,1,44035.65392,5800544=0.04245,5800544=1.0,6369; 6372
par65801795,2010,Div6,Dist58,1,1,43417.74506,5800770=0.00401048762569;5800771=0.0;5800772=0.00825687917394,5800770=0.141713343664;5800771=0.171625008812;5800772=0.171625008812,10131
par65800394,2010,Div6,Dist58,1,1,43146.27249,5800528=0.03396,5800528=1.0,8502
par65801804,2010,Div6,Dist58,1,1,42889.83949,5801403=0.033994433732,5801403=0.300304184912,
par65800434,2010,Div6,Dist58,1,1,42864.30237,5804685=0.00706119874474,5804685=0.00809316649807,
par65801486,2010,Div6,Dist58,1,1,41689.64091,5800868=0.0154895316806,5800868=0.0231557843606,51677; 51678
par65801533,2010,Div6,Dist58,1,1,41129.75092,5800534=0.04528;5802764=0.0025187,5800534=1.0;5802764=1.0,
par65801572,2010,Div6,Dist58,1,1,40493.36263,5802341=0.0283,5802341=1.0,
par65800557,2010,Div6,Dist58,1,1,40409.09396,5800631=0.00324082452077,5800631=0.0430514163602,37789; 37788
par65800344,2010,Div6,Dist58,1,1,40057.30699,5801975=0.0;5800684=0.0178312465921,5801975=1.0;5800684=0.07875992311,
par65801452,2010,Div6,Dist58,1,3,39995.20884,5800944=0.0251222751649,5800944=0.0237356391271,27617; 27614
par65800165,2010,Div6,Dist58,1,1,39946.60282,5800598=0.0112073460879,5800598=0.2385658412,34537; 34530
par65801436,2010,Div6,Dist58,1,1,39860.0057,5800756=0.0285943009504,5800756=0.123219430106,45046
par65800524,2010,Div6,Dist58,2,1,39522.53594,5800943=0.0110241120926;5801091=0.00539652275525,5800943=0.0263383770731;5801091=0.0263383770731,28184; 28097
par65800408,2010,Div6,Dist58,1,1,39450.797,5800624=0.04245,5800624=1.0,9091
par65801465,2010,Div6,Dist58,1,1,39425.92093,5801428=0.0690947822661,5801428=0.305188967607,7851; 7870
par65801551,2010,Div6,Dist58,1,1,39294.02071,5800878=0.0114632525845,5800878=0.202530964391,27020; 27117
par65800407,2010,Div6,Dist58,1,1,39204.23602,5800819=0.046978,5800819=1.0,9082
par65801614,2010,Div6,Dist58,1,1,38816.52549,5800911=0.0566,5800911=1.0,30456
par65801646,2010,Div6,Dist58,1,1,38806.12154,5800784=0.0386582472917,5800784=0.32836918398,
par65800281,2010,Div6,Dist58,1,1,38264.41539,5800813=0.0223771532952,5800813=0.131785355096,9722
par65801550,2010,Div6,Dist58,1,1,38111.71566,5800677=0.00607930385342,5800677=0.21481639058,27021
par65800158,2010,Div6,Dist58,1,1,36898.1867,5804685=0.0060783779323,5804685=0.00696671010442,
par65800436,2010,Div6,Dist58,1,1,35962.40545,5802604=0.026885,5802604=1.0,33877; 33876
par65800522,2010,Div6,Dist58,1,1,34874.74029,5800590=0.0293811757585,5800590=0.159723706217,18917
par65801169,2010,Div6,Dist58,1,1,34791.98535,5800805=0.0171148399964,5800805=0.0525882316682,9877
par65803179,2010,Div6,Dist58,1,1,34281.29013,5801084=0.16697,5801084=1.0,6443; 6442
par65801642,2010,Div6,Dist58,1,1,33591.22279,5800580=0.00849,5800580=1.0,33160
par65800268,2010,Div6,Dist58,1,1,33188.49292,5800622=0.0132119214595,5800622=0.0274296326906,11629; 10216
par65801516,2010,Div6,Dist58,1,1,33014.61609,5800940=0.0178433110647,5800940=0.0530728696409,
par65801523,2010,Div6,Dist58,1,1,33014.38096,5800768=0.018678,5800768=1.0,28277
par65800666,2010,Div6,Dist58,1,1,32823.7164,5800943=0.00915559491014;5801091=0.00448184632518,5800943=0.0218741889639;5801091=0.0218741889639,
par65800523,2010,Div6,Dist58,1,1,32249.32391,5800833=0.00878963402314,5800833=0.310587774669,
par65801634,2010,Div6,Dist58,1,1,32072.86291,5800595=0.0594404502806;5800895=0.0231553078687,5800595=0.617755667019;5800895=0.0629391352778,56186
par65801432,2010,Div6,Dist58,1,1,31699.54365,5800825=0.007075,5800825=1.0,9870; 9883
par65801594,2010,Div6,Dist58,1,1,30357.29515,5802000=0.0,5802000=1.0,
par65800327,2010,Div6,Dist58,1,1,30122.0004,5800541=0.00706689650501,5800541=0.0216202300797,11622
par65801481,2010,Div6,Dist58,1,1,30110.4965,5800868=0.0111873712336,5800868=0.0167243504316,53128
par65801470,2010,Div6,Dist58,1,1,29224.24321,5800829=0.00808759874224,5800829=0.0762082331424,
par65801498,2010,Div6,Dist58,1,1,29176.18623,5800548=0.021562183625,5800548=0.272112362759,
par65801441,2010,Div6,Dist58,2,1,28986.8334,5800612=0.008898923468,5800612=0.0369940697069,72461
par65801810,2010,Div6,Dist58,1,1,28849.35549,5800868=0.0107188019871,5800868=0.0160238716402,51700
par65800269,2010,Div6,Dist58,1,99,28675.03362,5800622=0.0114151700998,5800622=0.0236993478879,10194; 10196
par65801520,2010,Div6,Dist58,1,1,28422.24781,5800705=0.00566,5800705=1.0,
par65801586,2010,Div6,Dist58,1,1,28254.50415,5800915=0.0408782993453;5801635=0.0283,5800915=0.104747126497;5801635=1.0,
par65801495,2010,Div6,Dist58,1,3,28162.0066,5802502=0.0134332856507,5802502=0.863044372036,
par65800497,2010,Div6,Dist58,1,1,26638.98996,5801451=0.0,5801451=1.0,10482
par65800300,2010,Div6,Dist58,1,1,26378.85844,5800730=0.00807533965142,5800730=0.0241003117283,6959
par65801658,2010,Div6,Dist58,1,3,25910.23574,5803735=0.0257476065246,5803735=0.601535660089,
par65800427,2010,Div6,Dist58,1,1,25756.4907,5800660=0.01698,5800660=1.0,
par65801616,2010,Div6,Dist58,1,1,25556.1796,5800623=0.0134819192048,5800623=0.0326968362911,30402
par65801562,2010,Div6,Dist58,1,1,24927.12617,5802122=0.0,5802122=0.0629751215514,26633
par65800566,2010,Div6,Dist58,1,1,24449.81547,5801214=0.0354986677769,5801214=0.603062445246,44438
par65801518,2010,Div6,Dist58,1,1,23940.96198,5800695=0.0381614574555,5800695=0.113986592915,27968
par65800331,2010,Div6,Dist58,1,1,23857.58306,5800929=0.0146925344193,5800929=0.524414977311,
par65800552,2010,Div6,Dist58,3,3,23719.90034,5801591=0.0,5801591=0.0676257670227,
par65801568,2010,Div6,Dist58,1,1,23243.95099,5801038=0.00832208852768;5801039=0.00731121628216,5801038=0.294066732427;5801039=0.258346865094,
par65800348,2010,Div6,Dist58,1,1,23189.43408,5800867=0.0115889699292,5800867=0.136501412594,11366
par65800231,2010,Div6,Dist58,1,1,23003.6367,5800748=0.0226015080397,5800748=0.481108349434,9893
par65800437,2010,Div6,Dist58,1,1,22451.87315,5800871=0.009622,5800871=1.0,33911
par65800272,2010,Div6,Dist58,1,1,22172.52437,5800620=0.0283,5800620=1.0,10133; 10222
par65800332,2010,Div6,Dist58,1,1,21636.12725,5800929=0.0133244655807,5800929=0.475585022689,
par65801588,2010,Div6,Dist58,1,1,21498.60493,5800915=0.0311039402132,5800915=0.0797011718256,75630
par65800284,2010,Div6,Dist58,1,1,20920.2697,5800812=0.0104535819144,5800812=0.24625634663,9715
par65801635,2010,Div6,Dist58,1,1,19845.5,5800595=0.0367795497194,5800595=0.382244332981,72754
par65801446,2010,Div6,Dist58,1,3,19822.39407,5801899=0.0091526688639,5801899=0.323415860915,
par65801540,2010,Div6,Dist58,1,1,19176.73136,5801151=0.018961;5800537=0.00638864092028,5801151=1.0;5800537=0.0968871369035,29401
par65801585,2010,Div6,Dist58,1,1,18052.4964,5801389=0.0283,5801389=1.0,
par65800330,2010,Div6,Dist58,1,1,17995.93747,5800931=0.028017,5800931=1.0,11410
par65801462,2010,Div6,Dist58,1,1,17947.12464,5800583=0.0310558472073,5800583=0.219475951995,
par65801445,2010,Div6,Dist58,1,3,17443.07714,5801899=0.00805405787344,5801899=0.284595684574,51323
par65801657,2010,Div6,Dist58,1,3,17163.24678,5803735=0.0170555192631,5803735=0.398464339911,20386
par65801653,2010,Div6,Dist58,1,1,16822.5175,5801037=0.1132,5801037=1.0,22740
par65801477,2010,Div6,Dist58,1,1,16781.4981,5800884=0.0371437684327,5800884=0.134615451419,53091
par65801175,2010,Div6,Dist58,1,1,16572.0,5801108=0.0,5801108=1.0,12709
par65800567,2010,Div6,Dist58,1,1,16092.94368,5801214=0.0233653322231,5801214=0.396937554754,
par65801639,2010,Div6,Dist58,1,1,16049.50295,5802130=0.0,5802130=1.0,32975
par65801565,2010,Div6,Dist58,1,1,15798.98425,5803519=0.334793133175,5803519=0.170779437317,19543
par65801043,2010,Div6,Dist58,1,1,15390.33639,5802004=0.0283,5802004=1.0,37712
par65801564,2010,Div6,Dist58,1,1,15385.00295,5800766=0.080089,5800766=1.0,20252
par65801454,2010,Div6,Dist58,1,3,15281.5088,5802160=0.020376,5802160=1.0,27470
par65801499,2010,Div6,Dist58,1,1,15091.15026,5800792=0.0283,5800792=1.0,53137
par65801466,2010,Div6,Dist58,1,1,14699.90485,5801773=0.0,5801773=0.129137976847,7855
par65801496,2010,Div6,Dist58,1,3,14506.25511,5800693=0.01698,5800693=1.0,51653
par65801629,2010,Div6,Dist58,1,3,13959.20233,5803637=0.117851273002,5803637=1.0,32158
par65800565,2010,Div6,Dist58,1,1,13846.59271,5801213=0.030564,5801213=1.0,44421
par65801670,2010,Div6,Dist58,1,1,13733.78633,5800590=0.0115704027223,5800590=0.062899715805,18909
par65800821,2010,Div6,Dist58,1,1,13505.94639,5800612=0.00414630952022,5800612=0.0172367886935,51386
par65801615,2010,Div6,Dist58,1,1,13158.83034,5800623=0.00694181564889,5800623=0.0168355414676,30400
par65800550,2010,Div6,Dist58,3,3,12749.89233,5801591=0.0,5801591=0.036350121034,53451
par65801583,2010,Div6,Dist58,1,1,12454.18639,5800915=0.0180185770258,5800915=0.0461710540126,26887
par65800409,2010,Div6,Dist58,1,1,12114.6361,5801795=0.0149823767618,5801795=0.529412606424,9090
par65801447,2010,Div6,Dist58,1,3,12012.62918,5801899=0.00554663663133,5801899=0.195994227256,51300
par65801638,2010,Div6,Dist58,1,1,11569.5001,5801702=0.0292339,5801702=1.0,16959
par65801493,2010,Div6,Dist58,1,3,11414.49435,5800868=0.00424098572194,5800868=0.0063399819232,51654
par65801514,2010,Div6,Dist58,1,1,11340.81587,5800907=0.00183430971937,5800907=0.0390461432877,25743
par65800553,2010,Div6,Dist58,1,1,11257.61609,5801616=0.007075,5801616=1.0,52918
par65800433,2010,Div6,Dist58,1,1,11004.80489,5800904=0.010754,5800904=1.0,11315
par65800410,2010,Div6,Dist58,1,1,10768.52904,5801795=0.0133176232382,5801795=0.470587393576,69941
par65801542,2010,Div6,Dist58,1,1,10525.5,5800537=0.00350652250084,5800537=0.0531782784216,29414
par65801643,2010,Div6,Dist58,1,3,10393.91327,5802580=0.0018395,5802580=1.0,32931
par65801534,2010,Div6,Dist58,1,1,10265.38363,5800849=0.18395,5800849=1.0,28650
par65800232,2010,Div6,Dist58,1,1,10081.35116,5800748=0.00990511814568,5800748=0.210845888409,9902
par65800234,2010,Div6,Dist58,1,1,9796.99686,5800748=0.009625734669,5800748=0.204898775363,9927
par65800395,2010,Div6,Dist58,1,1,9008.0067,5800564=0.00184782759367,5800564=0.00287260278313,8596
par65800563,2010,Div6,Dist58,1,1,8299.15755,5801211=0.046695,5801211=1.0,42994
par65801621,2010,Div6,Dist58,1,3,7952.49945,5800706=0.0113559142648,5800706=0.100317263823,30577
par65801476,2010,Div6,Dist58,1,1,7661.50455,5800884=0.0169577917988,5800884=0.06145797517,53099
par65801457,2010,Div6,Dist58,1,3,6992.49595,5801655=0.01132,5801655=1.0,27485
par65801439,2010,Div6,Dist58,1,1,6988.99535,5801063=0.0283,5801063=1.0,51360
par65801474,2010,Div6,Dist58,1,3,6496.5,5801694=0.0,5801694=1.0,51453
par65800564,2010,Div6,Dist58,1,1,5948.0022,5801212=0.029432,5801212=1.0,42995
par65801500,2010,Div6,Dist58,1,3,5855.441265,5801091=0.000799519091502;5800943=0.00163327173527,5801091=0.00390214889553;5800943=0.00390214889553,52402
par65801579,2010,Div6,Dist58,1,3,4960.496962,5803588=0.0713385429796,5803588=1.0,26816
par65801656,2010,Div6,Dist58,1,3,4938.50335,5802796=0.00263756;5802797=0.00263756,5802796=1.0;5802797=1.0,18970
par65800252,2010,Div6,Dist58,1,1,4931.853321,5800748=0.00484563914562,5800748=0.103146986794,9761
par65801473,2010,Div6,Dist58,1,3,4526.219771,5805079=0.0,5805079=1.0,27471
par65801494,2010,Div6,Dist58,1,3,4469.0,5802502=0.00213171434926,5802502=0.136955627964,53060
par65800568,2010,Div6,Dist58,1,1,4260.0,5801933=0.0283,5801933=1.0,44453
par65801527,2010,Div6,Dist58,1,3,4255.4953,5801682=0.00283,5801682=1.0,51043
par65801483,2010,Div6,Dist58,1,1,4121.0,5800868=0.00153113240273,5800868=0.00228893761777,53125
