Name,Reach,Region,SubRegion,UseRegion,MinRelease,MaxRelease,MinVolume,MaxVolume,BaseVolume,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
res5803500,14050001002557,Div6,Dist58,False,0.413854166667,19.4939583333,41922.0,2774250.0,1703539.88557,1.07771882276,1.41789870637,1.1836329851,1.16340072621,0.907574255519,1.0,0.757348330976,0.484943574691,0.540272043911,0.60798796179,0.543107484229,0.736554666843
res5803503,14050001009657,Div6,Dist58,False,0.0998958333333,0.956145833333,0.0,86310.0,45963.5,0.176782047139,0.350847647916,0.546529817081,0.736130666986,0.891952309985,1.0,0.512450887414,0.0,0.0189357412115,0.0378714824231,0.00429210134128,0.0520309023987
res5803506,14050001002551,Div6,Dist58,False,0.0,3.52489583333,0.0,539256.6189,292316.395934,0.645659913073,0.768718295189,0.883237245709,0.973310953327,1.02143735612,1.0,0.716955583213,0.490091063972,0.240569941947,0.386005802238,0.437548099283,0.529967910669
res5803508,14050001002504,Div6,Dist58,False,0.085625,40.1010416667,0.0,5333958.0,4125730.09091,0.821090794927,0.789261633417,0.790726306352,0.701279647893,0.773215692667,1.0,1.03270408157,1.08131864151,0.917339093107,0.84030344175,0.819737640485,0.851652259241
res5803511,14050001002587,Div6,Dist58,False,0.0998958333333,6.13645833333,24660.0,1425348.0,892067.867143,0.714503015986,0.761861750646,0.812701608008,0.866289312423,0.921891588239,1.0,0.860563686661,0.877322459523,0.767987681469,0.608298800727,0.63316201738,0.67135867968
res5803512,14050001002406,Div6,Dist58,False,0.0,1.44135416667,104414.5089,752130.0,741033.0,0.956950790595,0.976615244274,0.993090867626,1.0,0.9794786467,1.0,0.972046589018,0.978868552413,0.887705121094,0.938449200608,0.933566034869,0.940475167243
res5803513,14050001002569,Div6,Dist58,False,0.1284375,4.03864583333,0.0,348939.0,287994.55,0.429396570178,0.683618105273,0.937839640368,1.13339466736,1.21161667816,1.0,0.718604761791,0.134951835026,0.162155412316,0.199014880211,0.155619532384,0.233841543182
res5803518,14050001002564,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1011799.8866,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803519,14050001002488,Div6,Dist58,False,0.0570833333333,1.14166666667,0.0,169414.2,60648.1875,0.712604254748,0.78262694965,0.865358619206,0.969080897925,1.49157136806,1.0,0.69123252859,0.203303684879,0.515036001694,0.509143141263,0.57755925087,0.647008899991
res5803521,14050001002419,Div6,Dist58,False,0.0285416666667,11.5165625,1405620.0,7235244.0,6944624.35875,0.988594221853,0.988375128361,0.988667371382,1.00556251566,1.00199948334,1.0,1.00121938075,1.00385300052,0.978330561744,0.908939898231,0.92912722556,0.98599386263
res5803522,14050001002507,Div6,Dist58,False,0.0,5.65125,0.0,530190.0,378421.4,0.783795525306,0.729853015712,0.684807399899,0.756896676562,0.809083339367,1.0,1.0388349866,1.03853145281,0.730852219246,0.765022610436,0.694153683422,0.711932517558
res5803525,14050001002567,Div6,Dist58,False,0.428125,2.72858333333,0.0,235749.6,135671.1,0.347426705712,0.592081944865,0.836737184018,1.02493352183,1.10021205695,1.0,0.29012187449,0.0,0.0755326668686,0.162591422513,0.0839518327779,0.159230367902
res5803532,14050001002591,Div6,Dist58,False,-1.0,-1.0,0.0,150919.2,72294.9,0.461200095568,0.0,1.04377487209,2.08754974417,2.08072768619,1.0,0.0,0.42588759457,1.19044911882,2.00895963616,2.08230200726,1.27401932916
res5803539,14050001002556,Div6,Dist58,False,0.085625,7.8346875,56718.0,1261359.0,901345.194,0.332413155353,0.875491437967,0.967600433003,1.00464010462,0.830164051863,1.0,0.670672039995,0.51904000477,0.570184064982,0.436892758575,0.44840524815,0.694237351201
res5803540,14050001002596,Div6,Dist58,False,0.199791666667,48.6635416667,247833.0,7316622.0,4929508.66438,0.80590709348,0.366935352618,0.854681731354,0.686457866369,0.740575311493,1.0,0.74291933341,0.582004776453,0.53344724171,0.620203912935,0.612268895049,1.06979039069
res5803545,14050001002589,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,3118561.29433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803547,14050001002549,Div6,Dist58,False,0.713541666667,6.1221875,0.0,528957.0,377597.442857,0.675777394225,1.00698294226,1.28447948251,1.40084899939,1.36532526836,1.0,0.80447145335,0.328007650324,0.404907403088,0.298673632816,0.281911337096,0.398280853975
res5803564,14050001002538,Div6,Dist58,False,0.285416666667,0.713541666667,0.0,62143.2,46190.0769231,0.2978933212,0.365105357765,0.446257292254,0.533880903491,0.89158110883,1.0,0.600616016427,0.40219028063,0.289185489391,0.458509481821,0.235161826538,0.252089403732
res5803631,14050001008072,Div6,Dist58,False,0.142708333333,50.946875,3299508.0,11581569.0,10180223.4,0.641240317934,0.67187595524,0.697233627811,0.841226793012,0.96756885512,1.0,0.938351352879,0.915150094471,0.907027673258,0.852147446138,0.783031597743,0.654755176029
res5803770,14050001002535,Div6,Dist58,False,0.185520833333,0.784895833333,24660.0,98640.0,86412.75,0.937983760829,0.991933382406,1.0371344167,1.05608968915,0.983245054589,1.0,0.741464243248,1.00118906064,0.998810939358,0.918412146712,0.873827454089,0.892782726535
res5803787,14050001002411,Div6,Dist58,False,0.0,56.7551041667,15537033.0,33044400.0,30578885.7273,0.927181340595,0.933319448738,0.9080362098,1.01580594682,0.986535308492,1.0,0.989327264007,0.95618812198,0.869611992967,0.917748265376,0.914031107484,0.918516726885
res5804213,14050001021460,Div6,Dist58,False,0.0,76.5344791667,26164260.0,46010628.0,40303643.4643,0.885957486655,0.856152199505,0.81861382769,0.848676666774,0.97302821418,1.0,0.984526833681,0.99126314922,0.963491789176,0.940811596328,0.937797607624,0.915628074983
res5804240,14050001011085,Div6,Dist58,False,0.114166666667,94.8582291667,1803879.0,12186972.0,10205643.75,0.803096904103,0.860448024163,0.916727913416,0.998781776995,0.999049584697,1.0,0.790619457811,0.581632459781,0.539735029632,0.614232608035,0.620087660675,0.730410269318
res5803754,14050001002568,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,827591.18344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803786,14050001002588,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,318786.265642,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803856,14050001002559,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1133728.42587,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804359,14050001002453,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,436861.926382,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804360,14050001002422,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1628328.92068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804364,14050001002450,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1614288.74193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804374,14050001002442,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,374227.355319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804375,14050001002455,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,765999.73648,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804377,14050001002428,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,1348342.68584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803783,14050001002601,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,516354.746787,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803776,14050001002593,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,318786.265642,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804356,14050001002500,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,526690.35193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804379,14050001002439,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,449690.578725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
